============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6132  1 .5210854E+07   1922000E+01  .7626E+05  .7244E+05   .9999561  .0046192  .0081511
T 6133  1 .5532484E+07   1922000E+01 -.1333E+06  .2763E+06   .9993588 -.0354422  .0050795
T 6134  1 .4673758E+07   1922000E+01 -.2426E+06  .9317E+05   .9983771 -.0381962  .0422402
T 6135  1 .4971049E+07   1922000E+01  .2655E+05 -.2200E+06   .9985631  .0039689 -.0534422
T 6136  1 .5215013E+07   1922000E+01 -.5272E+05  .1983E+06   .9998116 -.0056524 -.0185675
T 6137  1 .5144103E+07   1922000E+01 -.5205E+05 -.1471E+06   .9990052  .0245975 -.0371952
T 6138  1 .5703747E+07   1922000E+01  .3748E+06 -.1678E+06   .9974403  .0703248  .0129353
T 6139  1 .4630923E+07   1922000E+01  .6084E+06 -.4976E+05   .9996074  .0227965  .0162874
T 6140  1 .5062784E+07   1922000E+01 -.3869E+06 -.2110E+06   .9990445 -.0437037  .0000316
T 6141  1 .5259309E+07   1922000E+01  .7964E+06 -.1001E+06   .9990300  .0428407  .0101878
T 6142  1 .5090228E+07   1922000E+01 -.1829E+06  .2592E+06   .9995149 -.0225355  .0214980
T 6143  1 .4499788E+07   1922000E+01 -.5514E+06 -.7542E+06   .9954728 -.0648766 -.0694620
T 6144  1 .5457572E+07   1922000E+01 -.3181E+05  .3099E+06   .9986086  .0074202  .0522088
T 6145  1 .5184687E+07   1922000E+01 -.7829E+05  .2545E+06   .9999298  .0110469 -.0042945
T 6146  1 .5203975E+07   1922000E+01 -.1671E+06 -.4561E+05   .9975565 -.0243477 -.0654840
T 6147  1 .4532322E+07   1922000E+01  .1387E+06  .3273E+05   .9994162  .0294853 -.0172607
T 6148  1 .4977268E+07   1922000E+01 -.1076E+05 -.1062E+06   .9996667  .0243998  .0084298
T 6149  1 .5542003E+07   1922000E+01  .1578E+06 -.1919E+06   .9999428  .0020259  .0104975
T 6150  1 .5771710E+07   1922000E+01 -.3223E+06  .1684E+06   .9987702 -.0439344  .0229764
T 6151  1 .5358769E+07   1922000E+01 -.2305E+06  .3812E+06   .9989263 -.0060481  .0459305
T 6152  1 .5390310E+07   1922000E+01 -.9270E+05 -.6155E+05   .9998209 -.0162211  .0097532
T 6153  1 .4909659E+07   1922000E+01 -.2934E+04 -.1410E+06   .9999795 -.0039850 -.0050060
T 6154  1 .4526796E+07   1922000E+01  .5820E+06  .3624E+06   .9982176  .0595463  .0039789
T 6155  1 .5008817E+07   1922000E+01  .9176E+05 -.1219E+06   .9993975  .0193121  .0288406
T 6156  1 .4626946E+07   1922000E+01 -.1302E+06 -.4653E+06   .9987455 -.0245879 -.0436228
T 6157  1 .4496664E+07   1922000E+01  .1163E+07  .1058E+06   .9854678  .1645713 -.0420646
T 6158  1 .4906367E+07   1922000E+01  .2427E+06  .4454E+05   .9982009  .0008155 -.0599530
T 6159  1 .5328444E+07   1922000E+01 -.1858E+06 -.8257E+04   .9999212 -.0110478 -.0059581
T 6160  1 .4752773E+07   1922000E+01 -.4295E+06 -.6072E+06   .9963691 -.0295644 -.0798410
T 6161  1 .5081498E+07   1922000E+01  .1186E+06  .1560E+04   .9997763 -.0032062 -.0209056
T 6162  1 .5519797E+07   1922000E+01 -.2634E+06  .6297E+05   .9997687 -.0190412 -.0099981
T 6163  1 .4979834E+07   1922000E+01  .2570E+06  .2013E+06   .9992779  .0054145 -.0376083
T 6164  1 .4574881E+07   1922000E+01  .4746E+04 -.1417E+06   .9994233  .0224808  .0254481
T 6165  1 .4942671E+07   1922000E+01  .8821E+04 -.1087E+06   .9961486 -.0515417 -.0709331
T 6166  1 .4758246E+07   1922000E+01  .2082E+06  .8011E+05   .9968911  .0765854  .0185164
T 6167  1 .5463743E+07   1922000E+01  .1920E+05 -.4091E+06   .9985777  .0023941 -.0532615
T 6168  1 .4408406E+07   1922000E+01 -.1957E+05  .5469E+06   .9998221 -.0175496  .0069112
T 6169  1 .4760932E+07   1922000E+01 -.3332E+06 -.3211E+06   .9998424 -.0118864 -.0131901
T 6170  1 .4968547E+07   1922000E+01  .6700E+05 -.2373E+06   .9997296 -.0156545  .0171974
T 6171  1 .5511959E+07   1922000E+01  .2413E+05 -.4228E+05   .9998176  .0056680  .0182369
T 6172  1 .5092447E+07   1922000E+01 -.1124E+06 -.2883E+06   .9998828  .0021634 -.0151584
T 6173  1 .4574555E+07   1922000E+01  .4641E+06  .1347E+07   .9925675  .0474292  .1120726
T 6174  1 .5365339E+07   1922000E+01  .4475E+06 -.6375E+05   .9937996  .0778522 -.0793807
T 6175  1 .5202511E+07   1922000E+01  .3301E+06 -.3132E+06   .9992618  .0375000 -.0083371
T 6176  1 .5130969E+07   1922000E+01 -.3702E+06  .1995E+06   .9984657 -.0084586 -.0547246
T 6177  1 .4674639E+07   1922000E+01 -.4259E+06  .2803E+06   .9989885 -.0232653  .0384804
T 6178  1 .4455894E+07   1922000E+01 -.6158E+05 -.1916E+06   .9995746 -.0215438 -.0196586
T 6179  1 .5550143E+07   1922000E+01  .1236E+06  .1245E+06   .9991547 -.0016627  .0410738
T 6180  1 .5151684E+07   1922000E+01 -.1542E+06  .3804E+05   .9992281 -.0383060  .0087060
T 6181  1 .5198518E+07   1922000E+01 -.2243E+06  .1732E+06   .9986402 -.0472517 -.0220219
T 6182  1 .5186025E+07   1922000E+01 -.6119E+06 -.4306E+06   .9991659 -.0189073 -.0361930
T 6183  1 .5577702E+07   1922000E+01 -.5601E+06 -.1075E+05   .9956061 -.0832278  .0429142
T 6184  1 .5653398E+07   1922000E+01 -.5968E+05  .1265E+05   .9998417  .0159617  .0078673
T 6185  1 .4733528E+07   1922000E+01 -.1371E+06 -.1383E+06   .9970906  .0752462 -.0121819
T 6186  1 .5506821E+07   1922000E+01  .3100E+05 -.5521E+06   .9233111 -.1791138  .3397277
T 6187  1 .5385058E+07   1922000E+01 -.4653E+06  .5573E+06   .9963631 -.0424992  .0738536
T 6188  1 .4641509E+07   1922000E+01 -.6046E+06  .4644E+06   .9977343 -.0517838  .0429493
T 6189  1 .5311479E+07   1922000E+01  .2313E+06  .2017E+06   .9999924 -.0033624  .0019701
T 6190  1 .4843801E+07   1922000E+01  .8745E+05 -.3805E+06   .9996346  .0044190 -.0266661
T 6191  1 .5140844E+07   1922000E+01  .2391E+06 -.2100E+06   .9998130  .0149426 -.0122780
T 6192  1 .4611482E+07   1922000E+01  .3604E+06 -.1644E+06   .9952972  .0496420 -.0831817
T 6193  1 .5480748E+07   1922000E+01  .4889E+05 -.2427E+06   .9999275  .0118319 -.0022358
T 6194  1 .4564348E+07   1922000E+01  .2380E+06  .3091E+06   .9983682  .0319255  .0473471
T 6195  1 .4472025E+07   1922000E+01  .2003E+06 -.6346E+06   .9949238 -.0013908 -.1006214
T 6196  1 .4300183E+07   1922000E+01 -.2266E+05  .1155E+06   .9999154 -.0126013  .0032107
T 6197  1 .5794719E+07   1922000E+01 -.1448E+06  .1764E+06   .9981877 -.0598188 -.0065555
T 6198  1 .5486408E+07   1922000E+01 -.7205E+05 -.1936E+06   .9999945  .0009163 -.0031893
T 6199  1 .5451374E+07   1922000E+01 -.2528E+06 -.1973E+06   .9999300 -.0050753  .0106871
T 6200  1 .5511615E+07   1922000E+01  .6369E+05 -.2192E+06   .9982398  .0550023 -.0221801
T 6201  1 .5385866E+07   1922000E+01  .1453E+05  .3498E+06   .9994028  .0106603  .0328692
T 6202  1 .5554290E+07   1922000E+01 -.2647E+06 -.4756E+06   .9962288 -.0475449 -.0725789
T 6203  1 .5007879E+07   1922000E+01 -.1533E+06 -.1896E+06   .9989669 -.0362332  .0274268
T 6204  1 .4919730E+07   1922000E+01 -.2260E+06 -.1979E+06   .9995565 -.0288981 -.0071877
T 6205  1 .5735892E+07   1922000E+01 -.3179E+06 -.1012E+06   .9990877 -.0424115  .0050082
T 6206  1 .5850542E+07   1922000E+01  .7657E+06  .5710E+06   .9991273  .0406399  .0096462
T 6207  1 .5469071E+07   1922000E+01  .2902E+06  .3975E+06   .9963579  .0824765  .0216468
T 6208  1 .4837671E+07   1922000E+01 -.1103E+06 -.4828E+06   .9987537  .0253888 -.0429695
T 6209  1 .4775610E+07   1922000E+01  .1320E+06  .3740E+06   .9983235 -.0039326  .0577470
T 6210  1 .5426590E+07   1922000E+01  .1575E+06 -.3933E+06   .9980831  .0219265 -.0578729
T 6211  1 .4991061E+07   1922000E+01 -.6732E+05 -.9525E+05   .9962007  .0626783 -.0604622
T 6212  1 .5135312E+07   1922000E+01 -.2876E+06  .2908E+06   .9927272 -.0891207  .0809333
T 6213  1 .5715892E+07   1922000E+01  .2306E+06 -.9736E+05   .9969063  .0785352 -.0031861
T 6214  1 .5162331E+07   1922000E+01 -.8222E+05  .4355E+05   .9999901  .0044465  .0001145
T 6215  1 .5316584E+07   1922000E+01 -.5151E+05 -.1417E+06   .9995714 -.0055767 -.0287400
T 6216  1 .4509576E+07   1922000E+01  .8571E+05  .1581E+06   .9992162  .0338615  .0205057
T 6217  1 .5086174E+07   1922000E+01  .4020E+06  .3668E+06   .9978515  .0550451  .0355311
T 6218  1 .5464284E+07   1922000E+01 -.5959E+06 -.1483E+06   .9984371 -.0557977  .0031511
T 6219  1 .4659802E+07   1922000E+01  .4412E+05  .3176E+05   .9999640  .0033499 -.0077977
T 6220  1 .4921496E+07   1922000E+01 -.2899E+06  .1149E+06   .9986461 -.0466283  .0230596
T 6221  1 .5505433E+07   1922000E+01  .5359E+06 -.5611E+06   .9928562  .0528082 -.1069943
T 6222  1 .5848937E+06   1922000E+01 -.3656E+07 -.6248E+07   .9244331 -.1335687 -.3571873
T 6223  1 .5078953E+07   1922000E+01  .3199E+05  .1895E+06   .9998870  .0050268  .0141677
T 6224  1 .4023139E+07   1922000E+01  .1748E+07 -.2371E+07   .9590427  .1967909 -.2037414
T 6225  1 .5338155E+07   1922000E+01  .4121E+06 -.1261E+06   .9996942  .0241360  .0053822
T 6226  1 .5453382E+07   1922000E+01  .2049E+06  .3303E+06   .9975874 -.0107329  .0685869
T 6227  1 .5069920E+07   1922000E+01 -.5816E+06 -.3751E+06   .9868447 -.1614128 -.0091309
T 6228  1 .5217888E+07   1922000E+01 -.1181E+06 -.2927E+06   .9982948  .0076528 -.0578692
T 6229  1 .5097286E+07   1922000E+01 -.2884E+06 -.2900E+06   .9981888 -.0590704 -.0113899
T 6230  1 .5291676E+07   1922000E+01  .1752E+06  .2262E+06   .9999463  .0067743  .0078397
T 6231  1 .5267075E+07   1922000E+01  .1490E+06 -.3439E+06   .9991075 -.0023670 -.0421736
T 6232  1 .5171932E+07   1922000E+01  .4364E+05  .5422E+05   .9949332  .0340659 -.0945906
T 6233  1 .5718751E+07   1922000E+01 -.1034E+06 -.3562E+05   .9994906 -.0270882 -.0168759
T 6234  1 .5107616E+07   1922000E+01 -.1514E+06  .1517E+06   .9989113 -.0294241  .0362012
T 6235  1 .4389753E+07   1922000E+01 -.2546E+06 -.2451E+06   .9991868 -.0367169 -.0166592
T 6236  1 .4874027E+07   1922000E+01  .2058E+05  .2652E+06   .9988633 -.0162147  .0448248
T 6237  1 .4789860E+07   1922000E+01 -.9173E+06  .4668E+06   .9974966 -.0185105  .0682489
T 6238  1 .4327100E+07   1922000E+01 -.1618E+05 -.5779E+04   .9989657  .0419324 -.0175860
T 6239  1 .5624145E+07   1922000E+01  .4739E+05  .3458E+06   .9984953 -.0044615  .0546554
T 6240  1 .2957671E+07   1922000E+01  .3226E+06  .1322E+07   .7455268  .2575838  .6146872
T 6241  1 .5357289E+07   1922000E+01  .3252E+04  .1611E+05   .9984508  .0123734 -.0542482
T 6242  1 .5268216E+07   1922000E+01  .2066E+06  .2469E+06   .9980935  .0384626  .0482702
T 6243  1 .5021506E+07   1922000E+01 -.1952E+06 -.3458E+06   .9959501 -.0311794 -.0843284
T 6244  1 .4528758E+07   1922000E+01  .4735E+06 -.3726E+06   .9971873  .0421218 -.0619945
T 6245  1 .5574104E+07   1922000E+01 -.3995E+06 -.1478E+05   .9991885 -.0352921 -.0194114
T 6246  1 .4573919E+07   1922000E+01 -.3276E+06 -.3419E+06   .9985190 -.0120008 -.0530633
T 6247  1 .5760619E+07   1922000E+01  .1033E+05 -.2331E+06   .9998707 -.0080608  .0139170
T 6248  1 .4873395E+07   1922000E+01  .3559E+06  .6932E+06   .9900291  .1096738  .0883971
T 6249  1 .4694325E+07   1922000E+01  .2248E+06  .5013E+06   .9879840  .0276440  .1520639
T 6250  1 .4864284E+07   1922000E+01  .3618E+06 -.5027E+06   .9994461  .0276468 -.0185234
T 6251  1 .4601140E+07   1922000E+01 -.9404E+05 -.2516E+06   .9988291 -.0111854 -.0470674
T 6252  1 .4731704E+07   1922000E+01  .7455E+06 -.3236E+05   .9946047  .1035469  .0062852
T 6253  1 .4961864E+07   1922000E+01 -.2575E+05 -.4519E+04   .9998559  .0089969 -.0143938
T 6254  1 .5558427E+07   1922000E+01  .8977E+05 -.4361E+05   .9990961  .0365024  .0217822
T 6255  1 .4754193E+07   1922000E+01  .1330E+06 -.1990E+06   .9999833 -.0055297 -.0016720
T 6256  1 .5383183E+07   1922000E+01 -.1120E+06  .9471E+05   .9993326 -.0088273 -.0354448
T 6257  1 .6117849E+07   1922000E+01  .1396E+06 -.1628E+06   .9985780  .0409752 -.0341038
T 6258  1 .4638460E+07   1922000E+01  .5537E+06  .1572E+06   .9996869  .0237107 -.0079894
T 6259  1 .4850076E+07   1922000E+01  .5432E+06  .1539E+06   .9964113  .0622026  .0574051
T 6260  1 .5042130E+07   1922000E+01  .1722E+06 -.1207E+06   .9934502  .0432344  .1057710
T 6261  1 .5225774E+07   1922000E+01  .3926E+05  .1677E+06   .9998658  .0081156  .0142310
T 6262  1 .4997812E+07   1922000E+01  .6043E+04  .1253E+07   .9874082 -.0588506  .1468389
T 6263  1 .4429082E+07   1922000E+01 -.2403E+06  .1025E+06   .9985197 -.0438018  .0322474
T 6264  1 .4540876E+07   1922000E+01  .1165E+06 -.1338E+06   .9980437  .0493760 -.0383520
T 6265  1 .4972686E+07   1922000E+01  .1285E+06 -.6874E+06   .9959227 -.0182476 -.0883459
T 6266  1 .4979452E+07   1922000E+01  .2016E+06 -.3717E+06   .9980898  .0615117 -.0057548
T 6267  1 .4905291E+07   1922000E+01  .1703E+06  .2718E+05   .9970541  .0758055  .0116894
T 6268  1 .5886090E+07   1922000E+01  .1150E+06  .1313E+06   .9986447  .0371087  .0364915
T 6269  1 .4795375E+07   1922000E+01 -.1560E+06  .4856E+06   .9995994  .0050142  .0278560
T 6270  1 .5665374E+07   1922000E+01  .1157E+06  .1664E+06   .9988457  .0186313  .0442728
T 6271  1 .5264772E+07   1922000E+01 -.8489E+05 -.2205E+05   .9998882  .0041400  .0143672
T 6272  1 .5146804E+07   1922000E+01  .2581E+06  .2185E+06   .9996341  .0137979  .0232635
T 6273  1 .4682305E+07   1922000E+01 -.1687E+06 -.6966E+05   .9999252 -.0019178  .0120762
T 6274  1 .4564415E+07   1922000E+01 -.1261E+06 -.3753E+06   .9993356 -.0364450  .0002491
T 6275  1 .5647571E+07   1922000E+01  .5763E+05  .2815E+06   .9997562  .0114861  .0188591
T 6276  1 .4513347E+07   1922000E+01  .5024E+06  .2416E+06   .9976803  .0676612 -.0074786
T 6277  1 .5473890E+07   1922000E+01 -.3578E+06  .6229E+06   .9983012 -.0073063  .0578048
T 6278  1 .4752878E+07   1922000E+01 -.7249E+05 -.4554E+06   .9997133 -.0065928  .0230183
T 6279  1 .4965266E+07   1922000E+01  .7233E+05 -.2486E+06   .9986321 -.0391558  .0346521
T 6280  1 .4607348E+07   1922000E+01 -.1297E+06  .1605E+06   .9991972 -.0347520  .0199315
T 6281  1 .4943400E+07   1922000E+01  .1015E+06  .4925E+06   .9986523  .0001072  .0518998
T 6282  1 .5485583E+07   1922000E+01 -.5332E+06 -.2503E+06   .9997704  .0037842 -.0210911
T 6283  1 .5261592E+07   1922000E+01  .2124E+06  .1440E+06   .9992376  .0241636 -.0306661
T 6284  1 .5428384E+07   1922000E+01 -.2183E+06  .3014E+06   .9987107 -.0475549  .0177614
T 6285  1 .5474424E+07   1922000E+01 -.5388E+05  .1326E+06   .9999364 -.0029645  .0108819
T 6286  1 .5273549E+07   1922000E+01  .5786E+06 -.1531E+05   .9950158  .0986934  .0142520
T 6287  1 .5050072E+07   1922000E+01 -.2572E+06  .4383E+06   .9991577 -.0400513  .0089330
T 6288  1 .5654090E+07   1922000E+01 -.2869E+06 -.5564E+05   .9992474 -.0321767  .0216649
T 6289  1 .5567229E+07   1922000E+01  .7579E+05  .1431E+06   .9994667 -.0017754  .0326076
T 6290  1 .5047914E+07   1922000E+01 -.5442E+06 -.9531E+05   .9993413 -.0349834  .0096517
T 6291  1 .4924469E+07   1922000E+01  .1329E+05  .3606E+05   .9996894 -.0127077 -.0214365
T 6292  1 .5344985E+07   1922000E+01 -.3083E+06 -.1826E+06   .9987752 -.0494083 -.0026177
T 6293  1 .4976007E+07   1922000E+01  .2739E+06 -.2337E+06   .9994579  .0212638 -.0251333
T 6294  1 .4464916E+07   1922000E+01 -.5153E+05  .6957E+06   .9987287  .0248487  .0438587
T 6295  1 .5830649E+07   1922000E+01 -.2219E+06 -.7542E+06   .9978431  .0132854 -.0642857
T 6296  1 .4968272E+07   1922000E+01 -.4561E+06  .3108E+06   .9976924 -.0569599  .0369528
T 6297  1 .4425706E+07   1922000E+01 -.4128E+06  .3230E+06   .9998796  .0069138  .0138946
T 6298  1 .5248539E+07   1922000E+01 -.9278E+05  .5998E+06   .9967685 -.0013853  .0803159
T 6299  1 .4221512E+07   1922000E+01 -.2685E+05 -.3357E+06   .9992601 -.0344872  .0170280
T 6300  1 .5304237E+07   1922000E+01 -.2043E+06 -.3495E+06   .9982828 -.0167725 -.0561262
T 6301  1 .5174629E+07   1922000E+01  .2166E+06  .7640E+05   .9994053  .0291550 -.0184116
T 6302  1 .5428543E+07   1922000E+01 -.5222E+05 -.2190E+06   .9990624 -.0067176 -.0427694
T 6303  1 .5043780E+07   1922000E+01 -.7768E+05 -.1301E+06   .9992381 -.0384473 -.0067174
T 6304  1 .5430235E+07   1922000E+01  .1450E+06  .9748E+04   .9998550  .0143080 -.0092310
T 6305  1 .4998659E+07   1922000E+01 -.3427E+06  .1991E+06   .9979149 -.0611495  .0206555
T 6306  1 .5018475E+07   1922000E+01 -.9773E+05  .4164E+06   .9974750 -.0435034  .0561340
T 6307  1 .5046412E+07   1922000E+01  .6042E+06  .1149E+07   .9926289  .0277275  .1179787
T 6308  1 .5209387E+07   1922000E+01  .5976E+06  .6401E+06   .9971989  .0274559  .0695737
T 6309  1 .5049873E+07   1922000E+01 -.2372E+06 -.1760E+06   .9988205  .0056625 -.0482245
T 6310  1 .5496080E+07   1922000E+01 -.4159E+06  .5425E+05   .9981915 -.0594959  .0085946
T 6311  1 .5099979E+07   1922000E+01  .2124E+06  .1751E+06   .9999319 -.0072927  .0091072
T 6312  1 .5357264E+07   1922000E+01 -.3693E+06 -.3450E+06   .9980117 -.0264005 -.0572338
T 6313  1 .4909759E+07   1922000E+01 -.1162E+07 -.4991E+06   .9902147 -.1244967 -.0630506
T 6314  1 .4597605E+07   1922000E+01 -.4742E+06 -.6176E+05   .9954059 -.0886366 -.0362036
T 6315  1 .4859627E+07   1922000E+01  .2989E+06 -.1699E+06   .9985546  .0337527 -.0418262
T 6316  1 .4795544E+07   1922000E+01  .2683E+06  .4332E+05   .9997441  .0204062  .0097585
T 6317  1 .4370521E+07   1922000E+01 -.1629E+06 -.8887E+05   .9982490 -.0566344  .0170710
T 6318  1 .4938918E+07   1922000E+01  .2227E+06  .4201E+05   .9957864  .0723007 -.0564097
T 6319  1 .5614338E+07   1922000E+01  .1132E+06  .1931E+06   .9996057  .0039492  .0278017
T 6320  1 .5165452E+07   1922000E+01 -.5776E+06 -.5271E+06   .9936183 -.0740076 -.0851207
T 6321  1 .4553522E+07   1922000E+01 -.1461E+05  .1697E+06   .9995116 -.0041859  .0309683
T 6322  1 .5499895E+07   1922000E+01  .1291E+06  .3044E+06   .9990759  .0057308  .0425970
T 6323  1 .4683359E+07   1922000E+01  .3933E+05 -.2148E+05   .9997181 -.0230906 -.0055270
T 6324  1 .5451285E+07   1922000E+01  .2191E+06  .2283E+06   .9998160  .0187610 -.0039939
T 6325  1 .4942875E+07   1922000E+01 -.2559E+06 -.2281E+05   .9271352 -.3635929  .0906669
T 6326  1 .4459942E+07   1922000E+01 -.1004E+06 -.2953E+06   .9993194  .0288252 -.0230202
T 6327  1 .5073091E+07   1922000E+01  .3577E+06 -.1330E+06   .9993244  .0224164 -.0291249
T 6328  1 .5131637E+07   1922000E+01  .4829E+06 -.1121E+03   .9981014  .0397957 -.0470102
T 6329  1 .4664349E+07   1922000E+01 -.2925E+06 -.4715E+05   .9991571 -.0407122  .0052489
T 6330  1 .4848945E+07   1922000E+01 -.9975E+05 -.7614E+06   .9985871 -.0016113 -.0531144
T 6331  1 .5232281E+07   1922000E+01 -.5537E+06 -.3442E+06   .9985826 -.0368135 -.0384386
T 6332  1 .5454539E+07   1922000E+01 -.3133E+06 -.9456E+05   .9994452 -.0282934  .0175721
T 6333  1 .4990815E+07   1922000E+01 -.5843E+06  .4913E+05   .9993282 -.0364375  .0039394
T 6334  1 .5148388E+07   1922000E+01 -.1327E+06 -.3158E+06   .9966074 -.0648753 -.0506443
T 6335  1 .4603611E+07   1922000E+01  .3258E+06 -.3840E+05   .9993318  .0363864  .0034642
T 6336  1 .5032050E+07   1922000E+01  .2534E+06  .5013E+06   .9960557  .0807121  .0368587
T 6337  1 .4505197E+07   1922000E+01  .4192E+06  .9686E+05   .9989490  .0216543  .0403977
T 6338  1 .4852949E+07   1922000E+01  .1511E+06 -.3377E+06   .9992680  .0125330 -.0361437
T 6339  1 .4664256E+07   1922000E+01  .1876E+05  .5227E+05   .9996593 -.0035614  .0258585
T 6340  1 .4838023E+07   1922000E+01 -.8024E+05 -.3236E+06   .9998163 -.0012113 -.0191292
T 6341  1 .5371834E+07   1922000E+01  .1435E+06 -.2537E+06   .9996424  .0113609 -.0242073
T 6342  1 .3631384E+07   1922000E+01  .4400E+06 -.4299E+06   .9995070  .0279627 -.0142772
T 6343  1 .5521048E+07   1922000E+01 -.2202E+07 -.6164E+06   .9839505 -.1731153 -.0432722
T 6344  1 .4270903E+07   1922000E+01  .1042E+06  .1400E+06   .9978509  .0209246  .0620939
T 6345  1 .5177226E+07   1922000E+01  .1814E+06 -.6088E+05   .9893254  .0850466 -.1183311
T 6346  1 .4609909E+07   1922000E+01  .5030E+06 -.1709E+06   .9986012  .0527265 -.0039374
T 6347  1 .4812442E+07   1922000E+01 -.4783E+06  .1528E+06   .9959113 -.0845650 -.0317732
T 6348  1 .4224209E+07   1922000E+01 -.2452E+06 -.5109E+05   .9994225  .0298800 -.0161792
T 6349  1 .4435653E+07   1922000E+01 -.6649E+06 -.5411E+06   .9966890 -.0473296 -.0661130
T 6350  1 .4353957E+07   1922000E+01  .5326E+06  .4049E+04   .9999213  .0103407  .0070970
T 6351  1 .4954310E+07   1922000E+01  .6251E+05  .4609E+06   .9998972  .0013354  .0142742
T 6352  1 .5543404E+07   1922000E+01 -.3639E+06 -.4210E+05   .9971893 -.0580717  .0473421
T 6353  1 .5111892E+07   1922000E+01 -.9190E+05 -.9876E+05   .9990937 -.0096013 -.0414682
T 6354  1 .5241466E+07   1922000E+01  .3118E+05 -.1695E+06   .9980103  .0047983  .0628690
T 6355  1 .5303230E+07   1922000E+01  .8821E+05  .1872E+06   .9992854  .0342593 -.0159685
T 6356  1 .5268093E+07   1922000E+01  .5992E+05 -.3227E+05   .9998577 -.0147518  .0081888
T 6357  1 .5585370E+07   1922000E+01 -.1023E+06 -.2664E+06   .9986446  .0034983 -.0519309
T 6358  1 .5125526E+07   1922000E+01 -.1676E+06 -.3740E+06   .9959099 -.0376350 -.0821407
T 6359  1 .5277498E+07   1922000E+01  .2469E+06  .1389E+06   .9996954  .0245780  .0022418
T 6360  1 .5095031E+07   1922000E+01 -.1272E+06  .9117E+05   .9989167 -.0464036 -.0034819
T 6361  1 .5391232E+07   1922000E+01 -.2411E+06 -.4504E+06   .9998862  .0120080 -.0091357
T 6362  1 .4872495E+07   1922000E+01  .6431E+06  .1021E+06   .9984545  .0541278 -.0126022
T 6363  1 .5315559E+07   1922000E+01  .3425E+06  .3854E+06   .9979131  .0537197  .0358279
T 6364  1 .4832332E+07   1922000E+01  .5447E+05  .4176E+06   .9989854 -.0167594  .0418007
T 6365  1 .5743031E+07   1922000E+01 -.2548E+06 -.4886E+06   .9973376 -.0408950 -.0603772
T 6366  1 .5008097E+07   1922000E+01 -.1585E+06  .2239E+06   .9999027 -.0044131  .0132337
T 6367  1 .4196098E+07   1922000E+01 -.5383E+06  .7836E+06   .9975693 -.0602937  .0349301
T 6368  1 .5061705E+07   1922000E+01  .3933E+06  .1135E+06   .9979649  .0635245 -.0055405
T 6369  1 .5359430E+07   1922000E+01 -.2603E+06 -.6201E+05   .9993597 -.0322513 -.0154947
T 6370  1 .4633825E+07   1922000E+01  .3001E+06  .2151E+06   .9966246 -.0091073  .0815872
T 6371  1 .4552314E+07   1922000E+01 -.2608E+06  .3067E+06   .9995672 -.0289596  .0051771
T 6372  1 .4650985E+07   1922000E+01 -.3007E+06  .1160E+06   .9934179 -.0896809  .0712623
T 6373  1 .5661247E+07   1922000E+01  .2896E+05  .5522E+04   .9994137  .0073314  .0334435
T 6374  1 .5065302E+07   1922000E+01  .7053E+05 -.1849E+06   .9998586  .0008216 -.0167952
T 6375  1 .5056076E+07   1922000E+01  .1080E+06 -.2932E+06   .9983737  .0104571 -.0560418
T 6376  1 .5665261E+07   1922000E+01  .2974E+06  .3203E+06   .9995278  .0234422  .0198662
T 6377  1 .4836571E+07   1922000E+01 -.8720E+05  .9035E+05   .9998950 -.0093212  .0110913
T 6378  1 .5357838E+07   1922000E+01  .6355E+05  .8751E+05   .9999699  .0050021 -.0059378
T 6379  1 .5579593E+07   1922000E+01 -.3231E+06 -.2083E+06   .9950269 -.0912131 -.0400194
T 6380  1 .4831836E+07   1922000E+01 -.7138E+05 -.2192E+06   .9987354 -.0050263 -.0500235
T 6381  1 .5501785E+07   1922000E+01 -.5992E+05  .1568E+06   .9999407 -.0096770  .0049886
T 6382  1 .5562297E+07   1922000E+01  .1195E+06 -.1797E+06   .9994790  .0291106 -.0139416
T 6383  1 .5939397E+07   1922000E+01 -.2965E+06  .4547E+05   .9973321 -.0599216 -.0416899
T 6384  1 .5151393E+07   1922000E+01  .1970E+05 -.3085E+06   .9990662  .0093600 -.0421797
T 6385  1 .4709001E+07   1922000E+01  .3909E+05 -.1317E+06   .9995380 -.0091069 -.0289986
T 6386  1 .5098440E+07   1922000E+01  .1772E+06 -.7646E+06   .9924872 -.0151787 -.1214034
T 6387  1 .5018590E+07   1922000E+01  .2009E+06  .7673E+05   .9996967 -.0246289  .0000206
