============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 6388  1 .4998171E+07   1922000E+01 -.3018E+06  .2341E+06   .9989415 -.0359366  .0287144
T 6389  1 .5288081E+07   1922000E+01 -.2911E+06 -.1709E+06   .9995084  .0182716 -.0254776
T 6390  1 .5484172E+07   1922000E+01 -.1325E+06 -.3988E+06   .9983783  .0280253 -.0495508
T 6391  1 .5494391E+07   1922000E+01 -.1905E+06  .1404E+06   .9992810 -.0362406 -.0111435
T 6392  1 .4846327E+07   1922000E+01 -.3597E+05  .7169E+05   .9998905  .0145830 -.0024985
T 6393  1 .4591111E+07   1922000E+01  .2935E+06 -.4089E+06   .9998804  .0154575 -.0004104
T 6394  1 .5372858E+07   1922000E+01  .1222E+06 -.4571E+04   .9949413  .0931857  .0375272
T 6395  1 .5026725E+07   1922000E+01  .1636E+06  .1910E+07   .9893171  .0394461  .1403412
T 6396  1 .4612966E+07   1922000E+01 -.7274E+06 -.5219E+06   .9950173 -.0957556 -.0277759
T 6397  1 .4721209E+07   1922000E+01  .5525E+06  .7243E+06   .9949355  .0412691  .0916529
T 6398  1 .5750452E+07   1922000E+01 -.1952E+06 -.7234E+06   .9981838 -.0034353 -.0601443
T 6399  1 .4248176E+07   1922000E+01 -.3627E+06 -.3307E+06   .9987938 -.0487329  .0060054
T 6400  1 .4462549E+07   1922000E+01  .1231E+06 -.4235E+06   .9962381 -.0021019 -.0866326
T 6401  1 .5502437E+07   1922000E+01 -.1758E+06 -.5885E+06   .9995524 -.0228236 -.0193402
T 6402  1 .5737698E+07   1922000E+01  .2950E+06 -.8038E+05   .9995572  .0289590 -.0068435
T 6403  1 .5721784E+07   1922000E+01 -.2008E+06  .2651E+06   .9991202 -.0349937  .0231139
T 6404  1 .5468346E+07   1922000E+01  .2843E+04  .9685E+05   .9999474  .0025744 -.0099322
T 6405  1 .5278041E+07   1922000E+01 -.1729E+06  .6074E+06   .9973913 -.0504130  .0516639
T 6406  1 .5145449E+07   1922000E+01  .1744E+06  .1643E+06   .9992738  .0341705  .0168578
T 6407  1 .5568621E+07   1922000E+01  .1086E+06  .5805E+05   .9995215  .0226700  .0210433
T 6408  1 .4915687E+07   1922000E+01  .2093E+06  .2683E+06   .9979713  .0059338  .0633881
T 6409  1 .4905877E+07   1922000E+01  .1242E+06  .3311E+06   .9989634  .0008174  .0455129
T 6410  1 .5446802E+07   1922000E+01 -.2416E+06  .3553E+05   .9997196  .0132916 -.0195993
T 6411  1 .4358482E+07   1922000E+01 -.3905E+06  .2452E+06   .9972262 -.0653093 -.0357011
T 6412  1 .5820275E+07   1922000E+01 -.1740E+06 -.8744E+05   .9998700  .0161257 -.0000313
T 6413  1 .5582589E+07   1922000E+01 -.1960E+05 -.2090E+06   .9997063  .0154113 -.0187034
T 6414  1 .4904875E+07   1922000E+01 -.1308E+06  .3129E+06   .9997992 -.0015453  .0199814
T 6415  1 .4274496E+07   1922000E+01 -.4095E+06  .2628E+06   .9970334 -.0723987  .0261312
T 6416  1 .5280843E+07   1922000E+01 -.2722E+06 -.4402E+06   .9962945 -.0763348 -.0396269
T 6417  1 .5162288E+07   1922000E+01  .4909E+06  .2186E+06   .9993644  .0355281  .0029358
T 6418  1 .4927262E+07   1922000E+01  .4258E+06 -.3542E+06   .9994757  .0269159 -.0179951
T 6419  1 .5547438E+07   1922000E+01  .1313E+07  .2469E+06   .9974665  .0563167  .0434632
T 6420  1 .5679070E+07   1922000E+01 -.9355E+05  .2574E+06   .9993958  .0166602  .0305046
T 6421  1 .4954419E+07   1922000E+01  .1247E+06  .2480E+06   .9994890 -.0114091 -.0298583
T 6422  1 .4986088E+07   1922000E+01 -.4195E+06 -.2113E+06   .9971760 -.0478496 -.0578826
T 6423  1 .5083813E+07   1922000E+01  .5022E+05  .2173E+06   .9991213  .0119871  .0401617
T 6424  1 .5717423E+07   1922000E+01 -.3106E+06  .2773E+05   .9982490 -.0588306 -.0061500
T 6425  1 .5280283E+07   1922000E+01  .3608E+06  .3948E+05   .9991018  .0382321 -.0182735
T 6426  1 .5396473E+07   1922000E+01  .3184E+06 -.1733E+06   .9997902  .0202058  .0033470
T 6427  1 .5482606E+07   1922000E+01 -.2701E+06  .4141E+06   .9949391 -.0985459  .0196181
T 6428  1 .5338758E+07   1922000E+01 -.1415E+05  .3983E+06   .9957650  .0193924  .0898660
T 6429  1 .4811165E+07   1922000E+01 -.8433E+06  .4765E+06   .9963320 -.0501698  .0693223
T 6430  1 .5320422E+07   1922000E+01 -.3230E+06 -.4563E+06   .9976669 -.0587914 -.0347031
T 6431  1 .5336432E+07   1922000E+01 -.3506E+06  .3720E+05   .9996732 -.0145159  .0210443
T 6432  1 .4695278E+07   1922000E+01 -.6171E+06 -.2900E+06   .9996182 -.0155081 -.0228692
T 6433  1 .4654962E+07   1922000E+01  .3791E+06  .5875E+05   .9987156  .0429867  .0268192
T 6434  1 .4825350E+07   1922000E+01 -.1205E+06 -.3175E+06   .9992642 -.0167566 -.0345001
T 6435  1 .4689805E+07   1922000E+01  .2498E+06  .3528E+06   .9972365 -.0107396  .0735122
T 6436  1 .5429289E+07   1922000E+01 -.4558E+06 -.3330E+06   .9958889 -.0654906 -.0625807
T 6437  1 .5079259E+07   1922000E+01  .5992E+05 -.1981E+06   .9997687 -.0050207 -.0209120
T 6438  1 .5767974E+07   1922000E+01 -.4841E+05  .2899E+05   .9994391 -.0001992  .0334869
T 6439  1 .5331289E+07   1922000E+01 -.1199E+06  .1781E+05   .9995648  .0206091  .0211080
T 6440  1 .4400776E+07   1922000E+01  .1709E+06 -.3086E+06   .9942198  .0742450 -.0775545
T 6441  1 .5036246E+07   1922000E+01 -.5649E+06  .2746E+05   .9989425 -.0457956  .0040839
T 6442  1 .4894984E+07   1922000E+01 -.4693E+06  .3804E+06   .9924900 -.0851239  .0878496
T 6443  1 .4799011E+07   1922000E+01  .2147E+06 -.1001E+06   .9995103  .0152017 -.0273522
T 6444  1 .5133776E+07   1922000E+01  .7097E+05 -.7307E+05   .9994898 -.0315849 -.0047565
T 6445  1 .5072514E+07   1922000E+01  .1083E+07  .1525E+06   .9939721  .0963089  .0523828
T 6446  1 .5550905E+07   1922000E+01 -.1050E+06 -.4539E+06   .9991175  .0021978 -.0419444
T 6447  1 .4783477E+07   1922000E+01 -.1120E+06 -.3013E+06   .9997897  .0203463 -.0025714
T 6448  1 .4807050E+07   1922000E+01 -.1011E+06  .1747E+06   .9996380  .0035431  .0266690
T 6449  1 .5124535E+07   1922000E+01  .1650E+06 -.3017E+06   .9990681  .0245151 -.0355240
T 6450  1 .5312625E+07   1922000E+01  .3432E+06 -.3098E+06   .9978301  .0379247 -.0538221
T 6451  1 .5535261E+07   1922000E+01 -.3900E+06  .3835E+06   .9982081 -.0120607  .0586099
T 6452  1 .5048851E+07   1922000E+01 -.7683E+06  .7935E+06   .9840762 -.1195434  .1315425
T 6453  1 .4660317E+07   1922000E+01  .4238E+06  .1055E+06   .9986987  .0509091 -.0030229
T 6454  1 .5170739E+07   1922000E+01  .7027E+05  .2001E+06   .9995588 -.0216163  .0203719
T 6455  1 .4355273E+07   1922000E+01 -.2065E+06  .7332E+05   .9996219 -.0274728 -.0011664
T 6456  1 .4529458E+07   1922000E+01 -.2454E+06 -.8236E+05   .9994312 -.0302925 -.0148202
T 6457  1 .5053802E+07   1922000E+01  .8134E+04  .3730E+06   .9996219  .0236390 -.0140435
T 6458  1 .5496458E+07   1922000E+01  .5878E+06 -.2354E+06   .9968691  .0768520 -.0185968
T 6459  1 .5446496E+07   1922000E+01  .6092E+06  .8784E+06   .9982809 -.0089472  .0579234
T 6460  1 .5794624E+07   1922000E+01  .4121E+05 -.2867E+06   .9996553  .0207121 -.0161333
T 6461  1 .5439354E+07   1922000E+01  .5902E+06 -.7201E+05   .9973889  .0597610 -.0405461
T 6462  1 .4484414E+07   1922000E+01  .3612E+06  .2864E+06   .9999620  .0055664  .0067144
T 6463  1 .5249007E+07   1922000E+01  .1473E+06 -.1014E+06   .9994391  .0113870 -.0314934
T 6464  1 .5098139E+07   1922000E+01  .3947E+06 -.4328E+06   .9995345 -.0131476 -.0275320
T 6465  1 .5540437E+07   1922000E+01  .2837E+06 -.7358E+05   .9961862  .0870380 -.0061152
T 6466  1 .5826504E+07   1922000E+01 -.1892E+06 -.3524E+06   .9997460 -.0158399 -.0160300
T 6467  1 .5340643E+07   1922000E+01  .5667E+06  .3145E+05   .9979787  .0622245  .0129062
T 6468  1 .5397326E+07   1922000E+01 -.2706E+06  .3588E+05   .9995980 -.0096990  .0266399
T 6469  1 .4715339E+07   1922000E+01  .1091E+06 -.4039E+06   .9999257 -.0044927 -.0113310
T 6470  1 .4890370E+07   1922000E+01 -.4975E+05  .5012E+05   .9970189  .0308408  .0707258
T 6471  1 .5177737E+07   1922000E+01  .2574E+06  .4306E+05   .9994314  .0320019 -.0106226
T 6472  1 .5216658E+07   1922000E+01 -.2919E+06 -.3732E+06   .9995322 -.0265084 -.0152565
T 6473  1 .5188841E+07   1922000E+01  .2579E+06 -.1575E+05   .9986973  .0508689  .0040132
T 6474  1 .5222357E+07   1922000E+01 -.7026E+06  .8704E+06   .9969996 -.0129661  .0763127
T 6475  1 .5579418E+07   1922000E+01 -.4680E+06 -.4519E+06   .9997668  .0215446 -.0014550
T 6476  1 .4886875E+07   1922000E+01  .2551E+06 -.3426E+06   .9978027  .0485410 -.0450943
T 6477  1 .5554996E+07   1922000E+01 -.1647E+06 -.3117E+06   .9994896 -.0120555 -.0295831
T 6478  1 .4825915E+07   1922000E+01  .1053E+06 -.4056E+06   .9998257 -.0186610  .0005217
T 6479  1 .4481356E+07   1922000E+01  .8572E+05 -.1805E+06   .9999505  .0062226 -.0077659
T 6480  1 .4132586E+07   1922000E+01 -.2802E+06 -.6334E+06   .9994809  .0108715 -.0303276
T 6481  1 .5266501E+07   1922000E+01 -.5315E+06  .8076E+05   .9991451 -.0375803 -.0172279
T 6482  1 .5614834E+07   1922000E+01  .1220E+05  .3625E+06   .9983389  .0309026  .0486266
T 6483  1 .5226895E+07   1922000E+01  .5198E+06 -.5944E+06   .9982485  .0497970 -.0319397
T 6484  1 .4744325E+07   1922000E+01  .7975E+05 -.3386E+06   .9999366  .0018595  .0111054
T 6485  1 .4585452E+07   1922000E+01 -.1414E+06  .1122E+06   .9998898 -.0002864 -.0148439
T 6486  1 .4409646E+07   1922000E+01 -.8353E+05  .7336E+06   .9994400  .0333197  .0030939
T 6487  1 .4954113E+07   1922000E+01  .3637E+06  .1142E+06   .9992610 -.0129324  .0361972
T 6488  1 .4791051E+07   1922000E+01 -.2054E+06  .7145E+05   .9991715 -.0387295 -.0125053
T 6489  1 .4463621E+07   1922000E+01 -.7519E+06 -.3489E+06   .9994184 -.0100675 -.0325812
T 6490  1 .5127491E+07   1922000E+01  .9204E+06 -.6091E+05   .9945123  .1040877  .0105347
T 6491  1 .4768335E+07   1922000E+01 -.4314E+05 -.3158E+06   .9929715 -.0455667 -.1092306
T 6492  1 .5180320E+07   1922000E+01 -.2989E+05 -.4902E+06   .9972489  .0087239 -.0736105
T 6493  1 .4940641E+07   1922000E+01 -.9502E+05  .1357E+05   .9995923 -.0269604 -.0094026
T 6494  1 .4753130E+07   1922000E+01  .1115E+06  .5398E+06   .9976431  .0105296  .0678035
T 6495  1 .5173641E+07   1922000E+01  .2162E+06 -.6017E+05   .9988200 -.0485278  .0019045
T 6496  1 .4737213E+07   1922000E+01  .1656E+06  .2724E+06   .9984524 -.0156489  .0533666
T 6497  1 .4953463E+07   1922000E+01 -.2928E+06 -.3297E+06   .9993588 -.0231480 -.0273152
T 6498  1 .4874028E+07   1922000E+01  .4986E+05  .2113E+05   .9941891  .0527894 -.0938157
T 6499  1 .4276808E+07   1922000E+01  .1789E+06 -.1032E+06   .9986302  .0122483  .0508703
T 6500  1 .3883283E+07   1922000E+01  .2460E+06  .6734E+05   .9979614  .0303896  .0561202
T 6501  1 .5028690E+07   1922000E+01 -.4211E+06  .4460E+05   .9991415 -.0379511  .0166129
T 6502  1 .4650976E+07   1922000E+01 -.6215E+05 -.6718E+05   .9991249  .0091171  .0408200
T 6503  1 .5045633E+07   1922000E+01  .5161E+05  .1770E+06   .9991475  .0357113 -.0207094
T 6504  1 .4923905E+07   1922000E+01 -.1722E+06 -.8061E+05   .9991305 -.0393512 -.0137746
T 6505  1 .5142957E+07   1922000E+01 -.3752E+06 -.3414E+05   .9958348 -.0822254  .0393961
T 6506  1 .5193034E+07   1922000E+01 -.3677E+06 -.4716E+05   .9972478  .0661698  .0334428
T 6507  1 .4887435E+07   1922000E+01 -.4063E+06  .4006E+06   .9971405 -.0351271  .0669100
T 6508  1 .4760319E+07   1922000E+01 -.9366E+05  .6997E+06   .9933308 -.0024421  .1152730
T 6509  1 .5123581E+07   1922000E+01  .1008E+06  .2965E+06   .9994767  .0317408 -.0062376
T 6510  1 .5378674E+07   1922000E+01  .1176E+06 -.2756E+06   .9999411 -.0097939 -.0046714
T 6511  1 .5272020E+07   1922000E+01  .7270E+05 -.4935E+06   .9997253  .0225316 -.0064587
T 6512  1 .4190732E+07   1922000E+01  .1454E+06 -.1071E+06   .9995930  .0122424 -.0257666
T 6513  1 .5330061E+07   1922000E+01 -.3621E+06 -.1470E+06   .9936882  .0081967 -.1118776
T 6514  1 .4757763E+07   1922000E+01 -.2997E+06 -.5471E+06   .9974176 -.0226771 -.0681461
T 6515  1 .5154667E+07   1922000E+01  .6665E+05  .3178E+06   .9984599  .0047044  .0552783
T 6516  1 .3494023E+07   1922000E+01 -.3521E+06 -.4527E+06   .9971116 -.0265501 -.0711582
T 6517  1 .5151490E+07   1922000E+01  .5742E+06 -.1890E+06   .9985269  .0357051  .0408553
T 6518  1 .5106988E+07   1922000E+01 -.4775E+05 -.1442E+06   .9914525 -.0033277 -.1304259
T 6519  1 .5082216E+07   1922000E+01 -.2675E+06 -.6865E+06   .9937978  .0014056 -.1111937
T 6520  1 .5381241E+07   1922000E+01 -.8401E+05  .2479E+06   .9973048 -.0393461  .0619272
T 6521  1 .5211667E+07   1922000E+01  .2018E+06 -.7599E+05   .9995374 -.0246353  .0178374
T 6522  1 .5126325E+07   1922000E+01  .8250E+05 -.5710E+06   .9963489  .0551487 -.0651723
T 6523  1 .5301357E+07   1922000E+01 -.5713E+05  .3180E+05   .9997798 -.0199320  .0065647
T 6524  1 .5454141E+07   1922000E+01  .4097E+06 -.4302E+06   .9850295  .1716061 -.0163761
T 6525  1 .4627502E+07   1922000E+01  .4108E+06  .1612E+07   .9894034  .0232547  .1433184
T 6526  1 .5004284E+07   1922000E+01  .9306E+05 -.3438E+06   .9999214  .0116390 -.0046634
T 6527  1 .5418466E+07   1922000E+01 -.1034E+05 -.4209E+05   .9995041  .0197980 -.0244882
T 6528  1 .5592757E+07   1922000E+01  .3863E+06  .1408E+06   .9982907  .0583554  .0032222
T 6529  1 .4496228E+07   1922000E+01 -.1689E+05  .4196E+05   .9982330 -.0428859  .0411299
T 6530  1 .5441468E+07   1922000E+01  .2157E+06  .1346E+06   .9997968  .0200678 -.0019064
T 6531  1 .6287388E+07   1922000E+01 -.2409E+06  .3465E+06   .9983261 -.0186698  .0547397
T 6532  1 .4894541E+07   1922000E+01  .3434E+06  .1351E+05   .9994187  .0289342  .0180295
T 6533  1 .5044908E+07   1922000E+01 -.1802E+06  .2464E+06   .9981865 -.0016496  .0601739
T 6534  1 .4808090E+07   1922000E+01 -.2426E+06  .5202E+06   .9952932 -.0506104  .0826436
T 6535  1 .4667830E+07   1922000E+01  .6737E+06  .2567E+06   .9987315  .0438645 -.0247246
T 6536  1 .5329342E+07   1922000E+01  .4208E+06  .1201E+05   .9998447  .0142357  .0103923
T 6537  1 .5496139E+07   1922000E+01 -.1384E+06  .9824E+05   .9998630 -.0088739 -.0139719
T 6538  1 .5461272E+07   1922000E+01  .1212E+06  .7971E+05   .9987348  .0325875  .0382992
T 6539  1 .4404437E+07   1922000E+01 -.7564E+05 -.1799E+06   .9997920  .0131159  .0156164
T 6540  1 .4915338E+07   1922000E+01  .1797E+06  .3721E+06   .9993812  .0285920  .0204847
T 6541  1 .4908211E+07   1922000E+01 -.1502E+06  .2912E+06   .9995317 -.0214385  .0218340
T 6543  1 .4187595E+07   1922000E+01  .8596E+05  .1279E+06   .9998972  .0139560 -.0032769
T 6544  1 .4997590E+07   1922000E+01  .2587E+06 -.2980E+06   .9973427  .0362846 -.0631737
T 6545  1 .5716697E+07   1922000E+01 -.4773E+05  .4812E+06   .9980562 -.0084346  .0617466
T 6546  1 .5118729E+07   1922000E+01 -.5360E+04  .2593E+06   .9997893  .0201268 -.0040216
T 6547  1 .5121305E+07   1922000E+01  .2590E+06 -.2089E+06   .9989212  .0098676 -.0453771
T 6548  1 .4744976E+07   1922000E+01  .6755E+05 -.2029E+06   .9999351  .0088433  .0071789
T 6549  1 .5634124E+07   1922000E+01  .9518E+05 -.1222E+06   .9968922  .0609218 -.0499445
T 6550  1 .4765422E+07   1922000E+01  .3455E+06  .2792E+06   .9994829  .0279224  .0159438
T 6551  1 .5023507E+07   1922000E+01  .4268E+05  .3386E+06   .9975857 -.0032817  .0693679
T 6552  1 .5572362E+07   1922000E+01  .2381E+06 -.1201E+06   .9997092  .0179142  .0161445
T 6553  1 .5085519E+07   1922000E+01 -.6896E+06  .2003E+06   .9962976 -.0844623 -.0160401
T 6554  1 .5260309E+07   1922000E+01  .2593E+06 -.3123E+06   .9989817  .0420283 -.0164064
T 6555  1 .5163401E+07   1922000E+01  .1683E+06  .7146E+05   .9985539 -.0434781  .0316177
T 6556  1 .4936334E+07   1922000E+01 -.2828E+06  .7090E+05   .9980395 -.0617606 -.0101334
T 6557  1 .4877133E+07   1922000E+01 -.7305E+05 -.1699E+06   .9996498 -.0262770 -.0031217
T 6558  1 .5643114E+07   1922000E+01 -.3453E+05 -.2678E+06   .9996340 -.0173157  .0207872
T 6559  1 .4691911E+07   1922000E+01  .7367E+06 -.2460E+06   .9900166  .1409308 -.0023651
T 6560  1 .4867761E+07   1922000E+01 -.1691E+06 -.1609E+06   .9997160 -.0183465 -.0152118
T 6561  1 .5804981E+07   1922000E+01 -.6164E+05 -.4026E+06   .9994582  .0322962 -.0063526
T 6562  1 .4724927E+07   1922000E+01  .3282E+06 -.2511E+06   .9988206  .0226489 -.0429460
T 6563  1 .5102930E+07   1922000E+01 -.1481E+06  .5297E+06   .9977913 -.0096674  .0657203
T 6564  1 .5410390E+07   1922000E+01  .3680E+06 -.2020E+06   .9953056  .0555592  .0792460
T 6565  1 .5204886E+07   1922000E+01 -.1856E+06  .2257E+06   .9976787  .0120620  .0670203
T 6566  1 .5381245E+07   1922000E+01 -.3352E+05  .9677E+05   .9996728 -.0086988  .0240559
T 6567  1 .5634004E+07   1922000E+01  .5760E+05  .2423E+05   .9999148  .0124816 -.0038316
T 6568  1 .4960259E+07   1922000E+01 -.3140E+06  .2461E+06   .9987813 -.0024321 -.0492954
T 6569  1 .5210210E+07   1922000E+01  .5164E+06  .2115E+06   .9984462  .0550424  .0086936
T 6570  1 .5762983E+07   1922000E+01 -.4981E+06 -.1169E+06   .9997478 -.0164075 -.0153318
T 6571  1 .5684673E+07   1922000E+01 -.2084E+06 -.1868E+05   .9996776 -.0227517 -.0112724
T 6572  1 .4142064E+07   1922000E+01  .9777E+06 -.2891E+06   .9942291  .1051986 -.0210186
T 6573  1 .4938891E+07   1922000E+01 -.2097E+05 -.4446E+06   .9978969 -.0386281 -.0520545
T 6574  1 .5051264E+07   1922000E+01  .3295E+05  .3143E+06   .9987515  .0109294  .0487440
T 6575  1 .5350170E+07   1922000E+01 -.2276E+06  .4610E+06   .9988137 -.0249358  .0418256
T 6576  1 .4856378E+07   1922000E+01  .5345E+05  .1679E+06   .9996155  .0209995  .0181072
T 6577  1 .4692196E+07   1922000E+01 -.2801E+06 -.3602E+06   .9989535 -.0330725 -.0315926
T 6578  1 .5479706E+07   1922000E+01  .1622E+05  .5300E+05   .9998094 -.0108718  .0162191
T 6579  1 .5710348E+07   1922000E+01 -.4924E+06 -.1733E+06   .9965687 -.0824546 -.0072100
T 6580  1 .4950629E+07   1922000E+01  .8378E+05 -.2004E+06   .9994748 -.0323953 -.0008346
T 6581  1 .5734548E+07   1922000E+01 -.1056E+06  .1631E+06   .9995930 -.0269671 -.0093109
T 6582  1 .5138732E+07   1922000E+01  .1339E+05 -.2693E+06   .9976185 -.0237477 -.0647565
T 6583  1 .4888738E+07   1922000E+01  .1334E+06 -.2339E+06   .9986729  .0072791 -.0509846
T 6584  1 .5689438E+07   1922000E+01 -.2941E+06 -.2567E+05   .9992836 -.0372741 -.0065491
T 6585  1 .4076734E+07   1922000E+01 -.4448E+06  .4382E+06   .9985709 -.0181810  .0502555
T 6586  1 .5261740E+07   1922000E+01  .1251E+05  .9247E+05   .9979230  .0233737  .0600279
T 6587  1 .5085129E+07   1922000E+01  .6052E+05 -.2004E+06   .9989240  .0357832 -.0295012
T 6588  1 .4981663E+07   1922000E+01 -.2688E+06 -.4586E+06   .9985496 -.0524594 -.0121101
T 6589  1 .5009473E+07   1922000E+01 -.6945E+04 -.9946E+05   .9997293 -.0090671 -.0214269
T 6590  1 .4750772E+07   1922000E+01 -.1086E+06 -.5841E+05   .9980604  .0478708 -.0397982
T 6591  1 .5415666E+07   1922000E+01  .1327E+05 -.4431E+06   .9972755  .0663784 -.0321795
T 6592  1 .5398949E+07   1922000E+01 -.1980E+06 -.3211E+06   .9977048  .0088511 -.0671323
T 6593  1 .5503952E+07   1922000E+01 -.1686E+06 -.9070E+05   .9997563  .0091939 -.0200726
T 6594  1 .5265086E+07   1922000E+01 -.1523E+06 -.1225E+06   .9983289 -.0065751 -.0574126
T 6595  1 .5326922E+07   1922000E+01 -.9241E+05  .3961E+06   .9976028 -.0050478  .0690160
T 6596  1 .5215691E+07   1922000E+01  .2854E+06  .1209E+06   .9973663  .0066349 -.0722243
T 6597  1 .5235341E+07   1922000E+01  .3467E+06  .2585E+06   .9986024 -.0072785  .0523483
T 6598  1 .5270800E+07   1922000E+01  .2764E+06  .3547E+06   .9968783  .0308801  .0726642
T 6599  1 .5696960E+07   1922000E+01  .2738E+05  .5615E+06   .9997600 -.0063358  .0209712
T 6600  1 .5166288E+07   1922000E+01 -.2672E+06 -.4895E+06   .9951275 -.0538988 -.0825601
T 6601  1 .5366788E+07   1922000E+01  .4056E+06 -.3712E+06   .9969074  .0609147 -.0496497
T 6602  1 .4994807E+07   1922000E+01 -.1408E+05  .1616E+06   .9998537 -.0019760  .0169922
T 6603  1 .4904443E+07   1922000E+01  .2853E+06 -.1167E+06   .9995299  .0306359 -.0011722
T 6604  1 .4596259E+07   1922000E+01 -.2283E+06 -.8941E+05   .9999147 -.0121846 -.0047119
T 6605  1 .4867949E+07   1922000E+01 -.3203E+05 -.9932E+05   .9987159 -.0130474  .0489524
T 6606  1 .4551467E+07   1922000E+01 -.1702E+06 -.2364E+06   .9979069 -.0646627  .0007791
T 6607  1 .5470744E+07   1922000E+01 -.6122E+06 -.4146E+06   .9988149 -.0340619 -.0347634
T 6608  1 .5077893E+07   1922000E+01  .2842E+06 -.1131E+06   .9998246 -.0052089 -.0179914
T 6609  1 .5178158E+07   1922000E+01  .9215E+05 -.1157E+06   .9988707  .0391187 -.0269652
T 6610  1 .6371650E+07   1922000E+01  .2306E+06 -.4033E+06   .9982918  .0449149 -.0373637
T 6611  1 .4798576E+07   1922000E+01 -.3499E+06 -.5718E+05   .9910478 -.1309819 -.0258461
T 6612  1 .5023098E+07   1922000E+01  .2336E+06 -.1875E+06   .9996560  .0048931 -.0257683
T 6613  1 .4769017E+07   1922000E+01 -.4660E+05  .1206E+06   .9998018 -.0130214 -.0150611
T 6614  1 .5240635E+07   1922000E+01 -.6211E+05  .2746E+06   .9999323  .0052666 -.0103801
T 6615  1 .4696060E+07   1922000E+01  .5552E+06  .9201E+05   .9968972  .0563598  .0549507
T 6616  1 .4813857E+07   1922000E+01 -.6209E+06  .4313E+06   .9935913 -.0902302  .0680793
T 6617  1 .5694574E+07   1922000E+01  .1651E+06 -.4328E+06   .9993803  .0208197 -.0283837
T 6618  1 .5330252E+07   1922000E+01 -.4429E+05 -.1382E+06   .9995209 -.0177566 -.0253505
T 6619  1 .5420885E+07   1922000E+01 -.1059E+06 -.5195E+05   .9987268 -.0332997  .0378941
T 6620  1 .4914019E+07   1922000E+01  .2451E+06 -.1722E+06   .9998967  .0028424 -.0140921
T 6621  1 .5470504E+07   1922000E+01 -.3652E+06  .6468E+06   .9957814 -.0584332  .0707459
T 6622  1 .5741093E+07   1922000E+01 -.1014E+06 -.1940E+06   .9998505  .0126936 -.0117427
T 6623  1 .4837264E+07   1922000E+01 -.3784E+06  .1008E+06   .9985573 -.0432691  .0317990
T 6624  1 .5793869E+07   1922000E+01 -.2010E+05 -.3435E+06   .9994752 -.0051583 -.0319802
T 6625  1 .5023880E+07   1922000E+01 -.1932E+06  .3912E+06   .9990340  .0145946  .0414494
T 6626  1 .5183951E+07   1922000E+01  .2938E+06 -.5579E+06   .9970246 -.0001360 -.0770843
T 6627  1 .4792759E+07   1922000E+01  .9834E+04 -.8029E+05   .9991137  .0214924 -.0361913
